date,name,comment,rating
2023-01-04,Nagesh Naik,Good app,5.0
2023-01-04,Dhruva Gupta,Crashing on samsung s20fe,1.0
2023-01-04,Malcolm Dastoor,Unable to open the app at all. It crashes before it opens and says theres a bug in the app,1.0
2023-01-04,Manoj Kaushik,App created problem like auto off...,1.0
2023-01-04,manikanda enterprise,very good,5.0
2023-01-04,Mukesh Pandey,Nice app,5.0
2023-01-04,Banala Brahmaiah,Use full and excellent app,5.0
2023-01-04,ZAKIR HUSSAIN,Its better as compared to last version...,5.0
2023-01-04,Sonam Sangmo,Nice,4.0
2023-01-03,Atharva Devikar,Interface is not so good ple work that out,4.0
2023-01-03,Alok Kumar Singh,Unable to login,1.0
2023-01-02,Sitaben Patel,Good,3.0
2023-01-02,Manohar A,Nt downloading 🥲,1.0
2023-01-01,KEERTHIVASAN VISWANTHAN,I am not able to complete my registration. I have an Abha number but not address. Even though I gave my email address during registration. It says invalid credentials. I had chosen two address but since registration failed it does not allow me to choose any one anymore. So it's kind of duplication to same aadhar/mobile pair.,3.0
2023-01-01,Jaipal Chak,Sat sahib ji,5.0
2023-01-01,Kishor Nakrani,Unable to open after Successfully installation. Unexpected errors,1.0
2022-12-31,Rakesh Patel,Good work,5.0
2022-12-31,siddharth jain,OTP authentication keeps on failing where authenticating from aadhar number or Mobile number.keeps on getting unknown error occurred.,1.0
2022-12-30,Monika Patel,Bkwas app,1.0
2022-12-30,Raju Kumar,Not working this app when I want to login this always failed to persist in database interface is always showing.,1.0
2022-12-29,Nidhi gupta,I hove try to login but going in reload mode,1.0
2022-12-29,jaikumar murthi,Good,5.0
2022-12-26,SNARS CORP,"Sign up feature is not working, screen got freeze, check on api end..",5.0
2022-12-24,Padma Bhuyan,It is a very useful app for the needy people,5.0
2022-12-24,Subhash More,Very nice job.,5.0
2022-12-23,ashwini jaiswal,App does not start????,2.0
2022-12-23,Dharmdas Arjun Rathod,Good service 👍,5.0
2022-12-23,Balram Yadav,स्वस्थ भारत नया भारत 🇮🇳🙏,5.0
2022-12-21,Prahlad Pegu,Best,5.0
2022-12-21,Parixit Parween,I can't fatch My health record ... Like - Cowin Certificate (problem- not Record found... ),1.0
2022-12-21,Tabassum Malik,RASHIDMALIK,5.0
2022-12-21,Adil Shekh,Need to improve abha app,2.0
2022-12-20,Arun Arun,Excellent,5.0
2022-12-20,Shashikant Maadhurya,Worst of time,1.0
2022-12-20,Abhishek Panwar,I can't make abha address it says unknown error,1.0
2022-12-19,Cncsimple com.,Good,4.0
2022-12-19,anjali kumari,every time when app start shows unable to verify device and app stuck please help my phone is redmi 5a,3.0
2022-12-17,Mohammedali Kannathayil,Good,5.0
2022-12-16,Mohammed Ali,Not working in my phone,1.0
2022-12-16,GOVIND KUMAR,nice,5.0
2022-12-15,Arshad Khan,Bekr,1.0
2022-12-15,amit singh,Uehdj,5.0
2022-12-15,Nisaruddin Sk,Not,5.0
2022-12-15,MOHAMMED RAHMAN,Very nice application.....,5.0
2022-12-14,Amarjeet Singha,I am not able to registered. Trying since 2 hours while creating password it's saying invalid. Suggest me what to do,1.0
2022-12-14,AKSHAYA SWAIN,Very useful app,5.0
2022-12-13,X y z,Best.,5.0
2022-12-13,Suneel Biswal,Good,5.0
2022-12-13,Aarjent Singh Rajput,Very much,5.0
2022-12-13,PANKAJ YADAV,Super Ex,5.0
2022-12-12,Mohsin Mir,This app worthy but we are unable to click on hospital name when searched,3.0
2022-12-11,Ajay Kumar,I'm already create my abha number using website but when I try to login with my abha number in abha app its show data not found . So please solve this issue.,3.0
2022-12-11,prasanta moharana,Very Good app,5.0
2022-12-11,Parshurambehera Parshuram,Good,5.0
2022-12-10,C K MANSOOR RAHMAN,Superb Android mobile App 👍,5.0
2022-12-10,Rohinath M,Not worging. if abha number added also shows not found. Mob number login also not works..,1.0
2022-12-10,ᱯᱨᱚᱯᱷᱮᱥᱥᱚᱨ ᱵᱟᱥᱠᱮ,"Now: 👍👍👍This application is working properly, but in my nearby areas; there are not available such kinds of services. So this application is not useable at this point of time. 👉👉👉👉👉👉👉Before:👎👎👎 When I started the application it shows ""UNABLE TO VERIFY YOUR DEVICE"" Solve this problem as soon as possible.",5.0
2022-12-09,Rinesh Bshoyi,Good,5.0
2022-12-09,Kamlesh Beniwal,Excellent,5.0
2022-12-08,Biswajit Pandia,Good apps,5.0
2022-12-08,prakash mahajan,Prakaash mahajan,5.0
2022-12-08,Shirish Bane,Playing around Create password and Confirm password. Seems a FAKE app.,1.0
2022-12-07,Dhananjay Dnyanu Patil,Very good app,5.0
2022-12-07,Dipin Koodali,Nice application to keep in your deleted apps list . Keep up the good work guys.,1.0
2022-12-06,Varun Amin,App not working,1.0
2022-12-04,Shiv shankar Poddar,Nice,4.0
2022-12-04,Rumana Begam,Good,5.0
2022-12-04,Rohan Bhosale,Nice,5.0
2022-12-03,phoni khemani,Good app for record,5.0
2022-12-03,Y Kishore,"Like all govt. sponsored Apps, this one is buggy and low quality. Doesn't function well. Frequently disconnects from Server, while entering particulars, keypad drops after every key press, old-fashioned cumbersome registration process, can't link health -record through the App",2.0
2022-12-03,Teisovio Venyo,Something went wrong while login,1.0
2022-12-02,Suhail Nehvi,Not able to login through App Error Username or ABHA NO NOT FOUND but with same credentials I am able to login through web portal.,1.0
2022-12-02,REGISTERED NURSE,Very nice initiative I request to all CHO has registered all people in this app and tell their uses and also govt. Has to secure all public health data because it is vary crucial it can be misuse,5.0
2022-12-02,Wangthom Lowang,Very useful and essential,4.0
2022-12-02,Kalavathi kulkarni,Super on line system abot abha,5.0
2022-11-30,Sbp creation world,When I add my health record always showing could not find the user details and i search any hospital click to not any response please solve 🙏,3.0
2022-11-30,Saurabh Subhash,"I couldn't log in,tried many times",1.0
2022-11-29,kunja sahu,Ok,5.0
2022-11-28,Saurabh Patel,"I am downloading this app. But can't able to login or register even I have ABHA number. Disappointed, make simple as simple then only user can get benifit.",2.0
2022-11-28,Pardhi Kamlesh Bhai Laxman Bhai,Wow woderfull,5.0
2022-11-27,Piush Sharma,I linked health locker but trying since months and no health record is showing on ABHA application then what use of this app.,1.0
2022-11-27,Satheesan Nair,Just opened,5.0
2022-11-26,uma shankar,Worst app,1.0
2022-11-26,Neelam Lama,Not opening very pkor,1.0
2022-11-26,Rishabh Raj,Doesn't open. Shows unable to verify the device.,1.0
2022-11-26,Kumar G P,"Beautiful App. When you open for the first time, it opens up by saying ""your health your choice"". From that moment it continues display that message without a single flicker and tries to get the message into your head. Every time you open the app, it keeps on remind you that same message. When you get that message properly then you realize it's time to delete the app. Again, a very nice app and I congratulate all those who are involved in making this app and unchanged first page message.",5.0
2022-11-26,Prakasam Surabhi,I was not used the app. Govt. approval hospitals are not announced till now. Govt. gave to public most useful help of health basic need. I shall very thankful.,4.0
2022-11-26,Rajender Singh,App not working properly,2.0
2022-11-26,prakash murmu,Why app is not working,2.0
2022-11-26,Mukul Raghav,After downloading tha app show unable to confirm device an stop opening,1.0
2022-11-25,Boomi Balan,I was installed this app. But I can't open this app. When i open this app Always shows 'unable to verify device '.,1.0
2022-11-25,Deva Ramakrishna,TELUGU TELANGANA INDIA TELUGU PLEASE ABHA APP,5.0
2022-11-25,Ziaullah Husami,"While opening the application it's says ""unable to verify device""",1.0
2022-11-24,Rabi Sabar,Nice impromation,5.0
2022-11-24,Vishwapathi Vishwa,Good àpp,5.0
2022-11-23,solairaj s,Approved hospital list is not available.pl.send details,5.0
2022-11-23,Venkateswarao M,Really ABHA IS VERY VERY USEFUL TO SENIOR CITIZENS LIKE ME ND TO MY WIFE ALSO.BUT I AM UNABLE TO GET THE CERTIFICATE.,1.0
2022-11-23,nilesh dabare,Its Good Initiative of Health Ministry.,5.0
2022-11-21,Ajeet singh Chhonker,Good,5.0
2022-11-20,ravi more,Not working at all,1.0
2022-11-20,Sravankumar Reddy,My CoWin details are not available. I had my vaccinations,1.0
2022-11-19,tomichan scaria aikara,Good service,5.0
2022-11-18,Jagadish Sawant,Un able to login,1.0
2022-11-17,ramashray Masihi,Download please,5.0
2022-11-17,Rahamuthulla Sharieff,Good 👍,5.0
2022-11-17,Bharat Village,For better future,5.0
2022-11-17,S K Puneeth Kumar,Meh,1.0
2022-11-15,Mohamed Shefeekh Manningal,👍🌹,5.0
2022-11-15,Mayank Joshi,9 7.5HP-19600? ?,5.0
2022-11-15,CHANDRA SHEKHAR PATEL,"This app is not work Not login, nor register",1.0
2022-11-14,suvidha agro,Captch is not working,1.0
2022-11-14,Chandra Sekhar Swain,Ok,5.0
2022-11-14,balkrishna kulkarni,Adhar card no is correct,1.0
2022-11-13,Rajesh Ummiri,Everything in this app is the worst as expected from any government app. Doesn't work at all. Cannot log in. And the website is even worse.,1.0
2022-11-13,manoj kumar,One more bakwas government app. Nothing work cant login or signin ..usless as expected .,1.0
2022-11-13,Karthik Mathew Varghese,Unable to login,1.0
2022-11-12,venu gopal,ABHA ACCOUNT CREATED BUT NUMBER CREATION IS DIFFICULT EXPERIENCE,3.0
2022-11-11,Vinod Kumar,I just download this useless app it's showing twice session expired try again ..who is the developer of this wrost app..just waste of time..do not download this said app,1.0
2022-11-11,꧁आलोक बादी꧂,Nice,5.0
2022-11-10,Mohit Giri,Good,5.0
2022-11-09,jaybardhan bain,Is this Indian app why John Smith default profile,2.0
2022-11-08,KRAMARAO krrao (Krr),Abha is nice app,5.0
2022-11-06,Arhaan Mallaholi,Good application,5.0
2022-11-04,AMOL GUNDAL,हॉस्पिटल चे नाव येऊन ते सिलेक्ट होत नाही. अजून अपडेट करणे गरजेचे आहे.,1.0
2022-11-04,Rudra Kumar,No halp fule,5.0
2022-11-04,nilesh virkar,Good,5.0
2022-11-03,vyasula parameshwar,Very useful Scheme,5.0
2022-11-03,Md Subhan,Beautiful fantastic,5.0
2022-11-03,rajesh kumar pande,Good app,5.0
2022-11-01,Mansoor Merchant,Very good,5.0
2022-10-31,Upendra Kumar Singh,Very good,4.0
2022-10-28,lalit singh,Open nhi ho rha hai aap,1.0
2022-10-28,Bangarunaidu Pandavula,Excellent scheme jai BJP jai Bharat,5.0
2022-10-28,Shanaj Patel,Good,5.0
2022-10-27,Sampath Kumar,Very good,5.0
2022-10-27,Pathan Sir Computer faculty,Good,4.0
2022-10-27,Michael William,I think not working properly in Kolkata,2.0
2022-10-27,pankil bhaya,Not good,2.0
2022-10-27,HARIPRASAD KULKARNI,Happy with service,5.0
2022-10-27,vishal tiwari,Awesome✍,5.0
2022-10-25,chandrapal Karotiya,Worst app,1.0
2022-10-25,Yogesh Singh,"Falatu, bekar",1.0
2022-10-25,Mani Bhushan Prasad,Fast & eassy.,5.0
2022-10-25,FAROOQ MAHAMMED,"It dosent open, shows to uppdate but on playstore its just open instead update. Even after uninstall and then install it asks for update. Great.",1.0
2022-10-25,Anitha Pothani,Good access,3.0
2022-10-25,Rajendra Das,Very good application,5.0
2022-10-25,pranaykumar narlapur,Very good,5.0
2022-10-25,Ajay shukla,Nice,5.0
2022-10-24,A M M FOZLAY JAHAN BARBHUIYA,Excellent,4.0
2022-10-21,satyanarayana yeturi,Nice,5.0
2022-10-20,Girish Naik,Unable to login,1.0
2022-10-18,Samir Doshi,"App is good, although not able to open Co-Win attachment, i.e. Vaccination Certificate, which was fetched from CO-WIN records.",4.0
2022-10-18,Ashok kumar Gunda,I received abha number but app says invalid abha number and no account to my number found. It's not logging in,1.0
2022-10-16,Anita Tiwari,Goog,5.0
2022-10-16,Pooja Bhabhor,Not robust,1.0
2022-10-15,Shishir Sinha,Average,3.0
2022-10-14,Chowdhary Kaniti,Good app,5.0
2022-10-14,PRABHAKARAN KANDAMOORTHY,If possible to creat without aadhar linked Mobile number,4.0
2022-10-13,Satish Vernekar,The app doesn't get downloaded.,1.0
2022-10-11,Vanjarapu Srinivasa rao,Excellent,5.0
2022-10-10,suraj murmu,Complete failure app,1.0
2022-10-09,Rahul Srivastav,Great initiative by Bharat Sarkar.. NAMO,5.0
2022-10-09,Santhosh Kulal Karkala,New version not working,1.0
2022-10-08,Naresh Naresh,This thought is middle class family most important thing but I love India i respected modi sir,5.0
2022-10-07,Ashok Kumar,Fabolous,5.0
2022-10-04,Vasant Lathigara,Thankyou Modi Ji,5.0
2022-10-04,Rajan Kumar Chaudhari,Good,5.0
2022-10-04,R.S.R.C Channel,Good,3.0
2022-10-04,Prince Raj,Ok,5.0
2022-10-01,Satish Sadekar,After all is GOVT. all as usual not working. Didn't get OTP on mobile or on E-mail. This is called India's Digitisation which always down... :-),1.0
2022-10-01,Saurabh Morparia,Need to improve app experience,1.0
2022-09-30,Vijay Rebello,"This is the fake app, after the registration it doesn't open , may be it's data stealing app don't know, I don't know why Google allowed blunder in Google store.",1.0
2022-09-30,Shiv Kumar,After installation unable to open it is showing unable to verify device. Tried multiple times but no other response.please do something about it.,2.0
2022-09-30,Rohit Vishwakarma,"Worst app I have ever seen. I try to login, it always shows 'session expired'. I wanted to rate it with *no star* but there is no option. You can post review by rating with at least 1 star.",1.0
2022-09-29,Sipai Mohemadaneesh Ahamad,Very nice,5.0
2022-09-29,Mayur Shelar,Application main bahut issue hai error bahut aata hai thoda sudhar karo,3.0
2022-09-29,Dharmendra lilawat,Good,5.0
2022-09-28,K. Srinivasaraocisf,Fake application number of times I am login but Sho the session expired,1.0
2022-09-28,Gupta B.G.V.,Does the job well,4.0
2022-09-27,Prashant Sinha,"Didn't work properly. Why all gvt apps work so slow. Please, do something seriously. Very disappointing experience.",1.0
2022-09-27,NARASIMHA MURTHI L S,Unable to get abha number,1.0
2022-09-27,sujit singh chauhan,Poor not working properly,1.0
2022-09-27,Surya Prakash (Suraj Solanki),"Unable to use app, whenever open app and login its session get expired, need to improvement app and website for stability",1.0
2022-09-27,aditya pratap Singh,"Unable to login on application after multiple attempt, all 3 login option are not working, through mobile number login it's not proceed for OTP, through Email IF option it shows you are not registered through Abha no it's shows you are not registered, while through website login it's working with same details, I think alot of working need to be done on this application",1.0
2022-09-27,Deepesh Goyal,After otp session expired,1.0
2022-09-27,Dr. Rohit Harshadray Dave,Log out automatically,1.0
2022-09-27,Nandkishor Natu,Not working properly. Worst Govt. Application Need To check by urgently. It very very Important.,2.0
2022-09-26,Aniruddha Kulkarni,Nice app and useful,5.0
2022-09-25,Ranvir Sinh,Very very bad application may bee it's government app so 🤣 installed 15 days before still not logged not working session expired saw instead of OTP,1.0
2022-09-25,Hemanth Appu,Good,5.0
2022-09-25,Shubham Kumar Sinha,I have tried logging in 3 times but just after getting logged in its showing The session has been expired please login.. it's really frustrating,1.0
2022-09-25,raj rock,"In every second we need to login, why",1.0
2022-09-24,Chirri Suresh,App not Working Properly,3.0
2022-09-23,LAKSHMANA PRASAD AN,frequently logs out. i could not update cowin details. it will not allow to update pvt hospital data of a patient,3.0
2022-09-22,Ram Kumar Gutala,Every time it is saying sesstion expired Every time it is saying sesstion expired,1.0
2022-09-22,Prakash V,Very good App,5.0
2022-09-21,Ambia Khan,Hello sir🙏🙏🙏❤❤❤❤❤,3.0
2022-09-21,Prashant,"App keeps on crashing it says unable to verify device, login session expired,your device is rooted...though my Device is not rooted you have to fix it asap otherwise its uselss",1.0
2022-09-21,STYLE TAG READYMADES MAANI,Not working😡😡😡,1.0
2022-09-21,SN Champaka,Proceedure must be more Simplified. Login takes too much time,2.0
2022-09-20,Santhosh Poojary,super helpful application,5.0
2022-09-20,Ok Google,Nice,5.0
2022-09-20,Babu T K,Nice app.,4.0
2022-09-19,Prabhat Thakor,Good platform,5.0
2022-09-19,Devrishi Kumar,Very good,5.0
2022-09-18,Gautam Soni,Thankfull,5.0
2022-09-18,Mrs Punam Devi,Very nice,5.0
2022-09-18,Zakir Saiyad,Good,2.0
2022-09-18,Mayank Singh Rawat,Faltu app kisi kaam ka nhi hai ye application,1.0
2022-09-18,Chandru Khemani,Great,5.0
2022-09-18,Simoliya Pvt. LTD,"This app is not working,. Showing issue device is rooted but my device is not rooted.",1.0
2022-09-18,SAUDAN SINGH,Go,1.0
2022-09-18,venkatesh ragavan,Supervery impartent .,5.0
2022-09-18,Rahul R'TØD 40,App not working Login,1.0
2022-09-17,somnath paramanick,feeling disappointed as it shows otp validation error please resolve this issue,2.0
2022-09-17,Yusuf Shetha,Not registered on this app on abha number I tried 100 time but not working developer do some work,1.0
2022-09-17,Jaypal Puwar,Good super hit,5.0
2022-09-17,Laksh Ahir,"The concept is good, but the app is not working properly. Few days ago, i installed and when opened, it was showing ""new version available, update"" and already i had installed new updated version. That time i uninstalled it. Nd today i installed again with hope the error may resolve. error was resolved, but still having a problem while login. When i try to login or after sometime if i don't do anything, the app says ""you can not login, your phone is rooted"" but my phone isn't rooted.",1.0
2022-09-17,Hemant Chaudhary,Not able to login on Mobile. Why are you wasted my time if login is not possible in this app. Third class app. To all pls do not use this app.,1.0
2022-09-17,Amit Jain,good,5.0
2022-09-17,DR PRASANTA KR MAHATA,Diagonostic report of WB is not showing,3.0
2022-09-16,samik makwana,Good,5.0
2022-09-16,pramod singh,आयुष्मान कार्ड की प्रक्रिया में आभा ओपन हो जाता है।,1.0
2022-09-15,Rajesh Patidar,"Good initative, instead of focusing on features like face id, please focus on improving the existing app first, e.g it took me 30 retries to link abha number, everytiem it endsup with wrong abha number or not linked with address error, finally it worked Giving 5 star to bring more reach to others",5.0
2022-09-15,Revanasidda pujar,Super,5.0
2022-09-15,Ankit Kumawat,After new update I try the login through mobile number and email address but I can't do it,1.0
2022-09-15,Deepak Marla,Not open,1.0
2022-09-14,Pappu Dhanait,Nice pic,5.0
2022-09-14,SURAJ VISHWAKARMA,Good,5.0
2022-09-14,Sachin N kundapur,After the update of apps it is again shown as new update.,1.0
2022-09-14,Azmathulla M H,It's very good,4.0
2022-09-14,Ravindra Menaria,"Apps is not working fine due some technical error, so please rectify the the problem ASAP.",1.0
2022-09-14,Dr. Sali Manjappa,Not opening after installation,1.0
2022-09-14,chandrakumar kn,Worst..Data waste,1.0
2022-09-14,N S Rao,The application new version is not getting downloaded nor getting updated. It stays with start page hanging on. Several times it is tried in different mobiles. There is seriously some software issue with the newer version.,1.0
2022-09-14,Ramen Boro,It's to be fast.,3.0
2022-09-14,Sharver Alam,App is not opening,1.0
2022-09-14,Ashish Bagaria,Excellent,5.0
2022-09-14,Istkhar Ansari07,Sup,5.0
2022-09-14,Nakul Kumar Mahto,Good,5.0
2022-09-14,kamal setia,Prompting for download but the app is freezed while downloading. Solve it and advice.,1.0
2022-09-14,Rajendra Rai,Happy,5.0
2022-09-14,King Media,Not upgraded not open download New version,1.0
2022-09-14,Vishal king Chalwadi,Super e,4.0
2022-09-13,Bunty Singh ji,Bakwah hai aap not working,1.0
2022-09-13,Abhijit Rathod,Thes App not working properly new varjan update nhi ho rha hai,1.0
2022-09-13,Raju Kumar Biswas,excellent,5.0
2022-09-13,SOYEB IQBAL,Super,5.0
2022-09-13,maikoo lal,Nice,5.0
2022-09-13,Machhendranath Potenavar,Super,5.0
2022-09-13,Anil kumara,ಓಪನ್ ಆಗುತ್ತಿಲ್ಲ ತುಂಬಾ ದಿನ ಆಯಿತು,1.0
2022-09-13,amaresh.p paatil,👍,3.0
2022-09-13,Shiv shankar,Very good,5.0
2022-09-13,jagbirsingh sihag,It is very bad app says open and download newer version it is nothing open,1.0
2022-09-13,Mohd Shadab Devraaz,This app doesn't start every time show update your new version but on the play store current version is the latest version,4.0
2022-09-13,Shivukumar Gachchi,Good,5.0
2022-09-13,Saleem baba Saleem baba,Nice,5.0
2022-09-13,Tinto Jose Koikkara (TJ),App not starting. Saying update available.,1.0
2022-09-13,Raj Kumar,Good,5.0
2022-09-13,haresh bhardia,Unable to application after installing not showing another pegs,1.0
2022-09-13,Baban Mane,App not open. Always ask for new version but already new version downloaded but app not open,1.0
2022-09-13,Babu lal Yadav,V.niceABHA no card pdf download,2.0
2022-09-13,Gopal Singh,Sir Unable to open this app.. Please help us,4.0
2022-09-13,SHUBHAM JAKATE (Reck Revoltnr),"Lot of bugs in the app , whenever I try to login it says, an unexpected error occurred try after sometime try to resolve these issues ....",2.0
2022-09-13,Salek,"Not working, says that download new version, even after a fresh installation from play store 😂",1.0
2022-09-13,Rajinder Singh Jamwal,"Uable to open, telling me to download newer version but no new version is available on play store",1.0
2022-09-13,Varun k.,Use maduvudakke barta ella,1.0
2022-09-13,Zaid Ahmad,"The app is not working. When I open it, it says new version is available, download.",1.0
2022-09-13,Manoj kumar,Average update new version please,3.0
2022-09-13,Gopal BATHINI,App not responding showing new version but there is no new version,1.0
2022-09-13,ravi raj,"App not working, when open the app showing Newer version not working properly",1.0
2022-09-13,kabeer yadav,Veri good aap,3.0
2022-09-13,Babul Nath,Unable to open. Tried 100 times,1.0
2022-09-13,Bikash Das,Not open thik apps,4.0
2022-09-13,anil garg,No download,1.0
2022-09-13,〈Niraj Mahto,Nice,5.0
2022-09-12,Hardik Solanki,App doesn't work,5.0
2022-09-12,Paras Paraz nath verma,शायद इस एप्स द्वारा कुछ कल्याण हो जाए,5.0
2022-09-12,Janak V Dalal,Not opening at all. Uninstalled and reinstalled several times. Nothing happens.,1.0
2022-09-12,Vipin Kumar,Good,5.0
2022-09-12,yashpal singh,Inactive app,1.0
2022-09-12,Yogesh Gandhi,This app is not opening. It always say a new version is available but never opens up.,1.0
2022-09-12,മയിൽ‌പീലി creations,Open app>download app>going to Google play>no updation avilable > again open app > repeating prosese🤭🤭😡😡😡,1.0
2022-09-12,Sarvan Kumar Mushal,Okk,5.0
2022-09-12,Rajinder Parshad,Bahut badhiya hai,4.0
2022-09-12,Dr Shashidhara P K,Not opening,1.0
2022-09-12,Govind.Rekhappa. Rathod Advocate,Very good,5.0
2022-09-12,Amit Patel,Good,4.0
2022-09-12,Anjaneyulu Ravuru,It is not opening. Is this app working?,1.0
2022-09-12,Dinesh Yadav,Very slow app,1.0
2022-09-12,Ravindra Kumar Rathod,App is not starting 😂🙏🙏,1.0
2022-09-12,Chauhan Mayank,I will try to open this app but not open.,1.0
2022-09-12,Mahesh Pattihal,"App is not working ,",1.0
2022-09-12,Kundan Kumar,After downloading the app when app is open a window is showing that it needs to be updated but on Play Store in option to update the app so please fix this problem,1.0
2022-09-12,Usha Rani A L,"App dosent start, it asks for the download of new version but after that it stays still simply waste of time",1.0
2022-09-12,Harsha E,Fake app,1.0
2022-09-12,krishna charry,Good,5.0
2022-09-12,Merchant 2 Usha Exports,"It is not working. Repeatedly it shows updated version, when we will open it. After installing new one from old version unistalling. Pls resolve this issue.",1.0
2022-09-12,Kunal Kaushik,"Guys please update app version from your backend too, it's still going into your comparing logic in code and showing this dialog box. Please atleast do unit testing before release. It's really pathetic that user can't even open first screen of app. See your app update dialog box's logic if you are not able to find send me code I will do this in less than 15 minutes.",1.0
2022-09-12,Thakursudeep Singh,All is good,4.0
2022-09-12,Maru B Cnhally,Its very useful,5.0
2022-09-12,Charu Gaur,Ok,5.0
2022-09-11,Devendra Tiwari,Ye open nhi ho rha hai,5.0
2022-09-11,Arvind Ji Official,Apps open nahi ho raha hai,5.0
2022-09-11,Harendra Kumar Harendra Kumar,Yuiop,5.0
2022-09-11,jeetu singh,Dh en D,4.0
2022-09-11,ANAND ELECTRICALS,Not open this app,1.0
2022-09-11,Milind Narawade,nice app,5.0
2022-09-11,SITA RAM,Very good,5.0
2022-09-11,Anant Kumar,Waste and pathetic,1.0
2022-09-11,Surendra Rajput,Rrey,1.0
2022-09-11,Kamta Nath Gupta,Very Bad,1.0
2022-09-11,kamlesh yadav,Unavailable to start,1.0
2022-09-11,Rohit Chandra,Har har modi nice work pm sir,4.0
2022-09-11,Chandrashekher Anchan,"Iam unable to download or see my health card or id why government aps are so badly works even amazon, Facebook shows my 10 years back records activity's i say very sorry for this facility's",1.0
2022-09-11,Nathi Narsing rao,Super 💓😗,5.0
2022-09-11,Rakesh Dhakad,App open nhi ho rahi newer version available likha aa raha playstore par latest version dikha raha,1.0
2022-09-11,Nani Narendra,This app not working with the same privious problem I seen it from soo many days but I don't know why you people this much irresponsible to solve this issue.. i think in modi ji government apps will not work properly and government officials also will not work properly otherwise they didn't pay full money to developers that's why they stopped working on it,1.0
2022-09-11,Rajkumar Prajapati,Supar ji,5.0
2022-09-11,Dharmendra Singh,Good,5.0
2022-09-11,Dr. S K Singh,"Uninstalled older version and installed new one but still getting message to download new version, on opening.",1.0
2022-09-11,Amit Kochhar,Downloaded the latest app yesterday only. It's always saying download the latest version. Pls fix this bug.,1.0
2022-09-11,Anil Kumar,Ayushmaan gareeb ke liye bahut achha hai garib ko opretion ki bahut sahita milti hai sarkar ne ayushmaan kard bahut achha chalya hai,5.0
2022-09-11,Santosh Singh,Kisi bhi rating ke layk nahi install kerne ke bad new version download kro fir hang apps hi nahi kulega. Totally bacwas time waste...............,1.0
2022-09-11,Rajanayak Azmeera,The app always says pls update Try to fix this bug,2.0
2022-09-11,vijayasekarerode1 auditor,I think the app not updated???,2.0
2022-09-11,Umesh Parkash 64,This app is showing download latest version worst app,1.0
2022-09-11,Chandan negi,*App not working* Suggesting to download a newer version inspite downloading the latest one available in play store.,1.0
2022-09-11,Vasantha M,Good luck,4.0
2022-09-11,Lalithesh G,Good,5.0
2022-09-11,kailash joshi,Good,5.0
2022-09-11,Ishan Kharikghare,"Unable to open application, it's says install latest version of application, zero ⭐ from my side.",1.0
2022-09-11,Kamal Singh,application not open,1.0
2022-09-11,Anirrudh Jamwal,It always stuck on welcome screen saying new version is available and redirect to play store where no newer version is their,1.0
2022-09-11,Jayadev Prabhu K (Jd),"All the app does is, open and show logo and tell there's a new update.",1.0
2022-09-11,Basava Raja,App not open its struck,1.0
2022-09-11,Sagar,"This app is not working, don't download",1.0
2022-09-11,Sai jeet Lal,This app look good,3.0
2022-09-11,B Majumdar,App not working . Only symbol shown,1.0
2022-09-11,satish chadha,Very much useful app.,5.0
2022-09-11,Vijaysut Sutaria,Good,3.0
2022-09-11,Sonali Das,Good,5.0
2022-09-11,Pattamadai K Sivaswami,"Why Can't ABHA be linked with DigiLocker ? Sad Many GoI apps can be integrated incl Cowin , Etc incl ABHA but No one takes really interest to ease Indian consumer apathy.",2.0
2022-09-11,A D Gupta (The Philanumis),Third class,1.0
2022-09-10,Ganeshe Nilesh,Not Found,1.0
2022-09-10,Umesh Namdev,Hasvj,3.0
2022-09-10,Surya Prakash A,Waste,1.0
2022-09-10,Jisha Shetty,Good,5.0
2022-09-10,Nirav Shah,Not open,1.0
2022-09-10,Gmaruti Gmaruti,Work not,5.0
2022-09-10,jemish shah,App doesn't start after installation. Request cocnern team to resolve the issue.,1.0
2022-09-10,Sanjay Tripathi,Nice,5.0
2022-09-10,Sangita Khandare,Application doesnt start.,1.0
2022-09-10,Badrinath Sampathkumar,App doesn't start. Says download latest version even though I just downloaded.,2.0
2022-09-10,Javaid Bashir,I wish 0 start for this app,1.0
2022-09-10,Shaikh Abdul Sattar,"Not working, when we open this app massage on screen update app, but no updated version in play store.",1.0
2022-09-10,Ravi Raju,Worest Doing donkey 🐎🐎🐎🐎 for all people Fake......trash,1.0
2022-09-10,Yashavant Kappali,Good,5.0
2022-09-10,Chandresh Hudad,Nice,5.0
2022-09-10,Aashish Sharma,"Faulty app. On opening it says a new version is available for download, but play is showing no updates, on going back, the app just hangs",1.0
2022-09-10,Nishanth Fenn,App keeps asking me to update to the latest version and then redirectibg me to the Google Play download page... Please fix this loop ASAP!!,1.0
2022-09-10,Birender Singh,This app has been not update in my phone,3.0
2022-09-10,Duregash kumar maurya,App open nahi ho Raha Apdate nahi hota,1.0
2022-09-10,Mohit Kumar yadav,It is not opening And not working after installing it says dowlaod New version,1.0
2022-09-10,Lokkesh Varshney,I have uninstalled this app and again downloaded but it is still asking to download latest version. ??,1.0
2022-09-10,anuradha thapa,Ultimate ❤️❤️❤️,5.0
